building_id,n_obs,coverage,pct_missing,mean_load,std_load,min_load,max_load,n_zeros,primary_use,site_id,sqm,timezone,site_airtemp_coverage
Bull_education_Olive,17509,0.998,0.2,66.2,27.39,0.0,159.0,307,Education,Bull,5370.8,US/Central,0.9981174054424097
Bull_education_Gregory,17509,0.998,0.2,71.55,23.41,0.0,149.0,303,Education,Bull,17333.1,US/Central,0.9981174054424097
Bull_office_Marco,17509,0.998,0.2,49.76,23.56,0.0,139.0,1407,Office,Bull,3165.4,US/Central,0.9981174054424097
Bull_education_Tracey,17508,0.9979,0.21,185.96,56.89,0.0,389.0,277,Education,Bull,24014.6,US/Central,0.9981174054424097
Bull_education_Kendra,17507,0.9979,0.21,458.89,131.62,0.0,980.0,315,Education,Bull,16640.3,US/Central,0.9981174054424097
Moose_education_Abbie,17508,0.9979,0.21,1249.1,254.65,335.86,2026.79,0,Education,Moose,45000.0,US/Eastern,1.0
Bear_education_Marta,17507,0.9979,0.21,41.9,22.96,0.0,103.0,1,Education,Bear,4455.1,US/Pacific,1.0
Bull_services_Jeanmarie,17508,0.9979,0.21,43.98,13.75,0.0,95.0,431,Services,Bull,32149.6,US/Central,0.9981174054424097
Hog_office_Corie,17507,0.9979,0.21,88.4,34.12,25.0,190.0,0,Office,Hog,11102.7,US/Central,0.9998859879147189
Bull_education_Magaret,17507,0.9979,0.21,70.43,30.09,0.0,181.0,303,Education,Bull,7954.6,US/Central,0.9981174054424097
Bull_lodging_Jeremiah,17508,0.9979,0.21,58.1,19.76,0.0,142.0,302,Lodging/residential,Bull,5326.5,US/Central,0.9981174054424097
Bull_education_Sebastian,17507,0.9979,0.21,37.79,12.62,0.0,73.0,299,Education,Bull,5117.7,US/Central,0.9981174054424097
Bull_education_Reynaldo,17508,0.9979,0.21,31.88,10.02,0.0,71.0,275,Education,Bull,4384.2,US/Central,0.9981174054424097
Bull_education_Pablo,17508,0.9979,0.21,37.59,14.0,0.0,86.0,301,Education,Bull,4810.3,US/Central,0.9981174054424097
Peacock_assembly_Dena,17505,0.9978,0.22,239.92,68.29,0.0,406.95,2,Entertainment/public assembly,Peacock,10065.0,US/Eastern,0.9993728262728776
Peacock_lodging_Mathew,17505,0.9978,0.22,54.61,12.49,0.0,102.15,10,Lodging/residential,Peacock,8669.1,US/Eastern,0.9993728262728776
Peacock_office_Dara,17506,0.9978,0.22,162.56,64.08,45.8,340.93,0,Office,Peacock,4644.2,US/Eastern,0.9993728262728776
Rat_education_Nellie,17505,0.9978,0.22,435.07,158.05,0.0,943.95,3,Education,Rat,26217.2,US/Eastern,0.9996579052397514
Bobcat_education_Alissa,17506,0.9978,0.22,56.89,25.17,0.0,154.5,1009,Education,Bobcat,11254.8,US/Mountain,0.9982310984308131
Panther_education_Ivan,17506,0.9978,0.22,106.12,57.1,0.0,275.09,3377,Education,Panther,5751.1,US/Eastern,0.999829001367989
Bear_assembly_Beatrice,17505,0.9978,0.22,42.96,15.63,1.75,83.0,0,Entertainment/public assembly,Bear,2802.0,US/Pacific,1.0
Peacock_lodging_Chloe,17505,0.9978,0.22,32.08,10.43,0.0,75.65,2,Lodging/residential,Peacock,4120.4,US/Eastern,0.9993728262728776
Peacock_education_Pasquale,17506,0.9978,0.22,186.17,13.1,124.77,228.6,0,Education,Peacock,3343.6,US/Eastern,0.9993728262728776
Bull_education_Dora,17505,0.9978,0.22,112.24,43.1,0.0,262.0,337,Education,Bull,15672.4,US/Central,0.9981174054424097
Bull_office_Yvonne,17506,0.9978,0.22,162.62,49.23,0.0,307.0,301,Office,Bull,18019.5,US/Central,0.9981174054424097
Peacock_education_Dustin,17504,0.9977,0.23,46.04,12.76,0.0,82.83,2,Education,Peacock,7462.4,US/Eastern,0.9993728262728776
Bear_assembly_Ruby,17504,0.9977,0.23,69.33,13.23,34.75,118.0,0,Entertainment/public assembly,Bear,11538.3,US/Pacific,1.0
Robin_education_So,17504,0.9977,0.23,491.59,62.43,347.7,711.38,0,Education,Robin,12051.0,Europe/London,0.9999429093400319
Bull_office_Debbie,17504,0.9977,0.23,28.96,11.96,0.0,64.0,324,Office,Bull,4782.9,US/Central,0.9981174054424097
Fox_lodging_Morris,17503,0.9977,0.23,23.48,3.78,8.26,35.37,0,Lodging/residential,Fox,3051.0,US/Mountain,0.9999429972068631
Bear_education_Herb,17503,0.9977,0.23,12.93,4.73,7.01,30.31,0,Education,Bear,2212.5,US/Pacific,1.0
Rat_education_Ulrike,17503,0.9977,0.23,103.85,31.59,0.0,227.8,14,Education,Rat,4318.5,US/Eastern,0.9996579052397514
Hog_education_George,17503,0.9977,0.23,215.01,29.64,80.7,351.17,0,Education,Hog,6719.9,US/Central,0.9998859879147189
Bull_office_Rob,17504,0.9977,0.23,268.76,85.28,0.0,543.0,367,Office,Bull,30885.3,US/Central,0.9981174054424097
Peacock_education_Anita,17504,0.9977,0.23,11.57,4.56,1.55,32.78,0,Education,Peacock,1255.3,US/Eastern,0.9993728262728776
Bull_education_Juan,17504,0.9977,0.23,214.53,68.5,0.0,458.0,308,Education,Bull,26212.8,US/Central,0.9981174054424097
Bear_education_Patricia,17503,0.9977,0.23,632.36,69.41,460.3,849.75,0,Education,Bear,16996.0,US/Pacific,1.0
Fox_education_Elvira,17502,0.9976,0.24,188.79,53.6,0.0,412.19,1,Education,Fox,13826.7,US/Mountain,0.9999429972068631
Hog_education_Jared,17502,0.9976,0.24,13.65,8.12,0.0,39.68,110,Education,Hog,1317.8,US/Central,0.9998859879147189
Peacock_education_Forest,17502,0.9976,0.24,88.52,18.22,35.15,162.45,0,Education,Peacock,7178.0,US/Eastern,0.9993728262728776
Bull_education_Brandi,17500,0.9975,0.25,27.36,10.98,0.0,68.0,274,Education,Bull,2901.6,US/Central,0.9981174054424097
Peacock_lodging_Terrie,17500,0.9975,0.25,40.22,8.76,7.07,76.9,0,Lodging/residential,Peacock,4367.1,US/Eastern,0.9993728262728776
Robin_education_Megan,17501,0.9975,0.25,250.96,47.63,56.0,451.5,0,Education,Robin,7579.0,Europe/London,0.9999429093400319
Bear_education_Pattie,17501,0.9975,0.25,172.79,34.0,92.25,329.25,0,Education,Bear,8032.9,US/Pacific,1.0
Bear_education_Herman,17501,0.9975,0.25,0.28,0.14,0.1,0.84,0,Education,Bear,371.6,US/Pacific,1.0
Bear_education_Yuri,17500,0.9975,0.25,17.97,12.53,4.92,50.92,0,Education,Bear,3793.7,US/Pacific,1.0
Bear_education_Oscar,17501,0.9975,0.25,11.7,4.08,2.87,24.91,0,Education,Bear,2186.3,US/Pacific,1.0
Bull_education_Patrina,17500,0.9975,0.25,18.0,6.0,0.0,40.0,303,Education,Bull,5054.4,US/Central,0.9981174054424097
Rat_warehouse_Doretta,17501,0.9975,0.25,157.44,33.47,20.2,295.05,0,Warehouse/storage,Rat,10454.9,US/Eastern,0.9996579052397514
Fox_office_Alice,17501,0.9975,0.25,361.17,37.11,227.61,473.66,0,Office,Fox,18806.8,US/Mountain,0.9999429972068631
Bear_education_Marsha,17501,0.9975,0.25,88.02,23.93,50.56,170.64,0,Education,Bear,10304.7,US/Pacific,1.0
Panther_parking_Jody,17498,0.9974,0.26,23.85,21.12,0.0,54.73,4188,Parking,Panther,36012.7,US/Eastern,0.999829001367989
Hog_education_Beth,17499,0.9974,0.26,107.42,35.54,34.86,243.81,0,Education,Hog,13254.7,US/Central,0.9998859879147189
Bear_parking_Gordon,17499,0.9974,0.26,27.76,0.74,26.17,29.95,0,Parking,Bear,9154.6,US/Pacific,1.0
Fox_education_Kris,17498,0.9974,0.26,106.31,56.18,0.0,288.19,7,Education,Fox,2837.5,US/Mountain,0.9999429972068631
Hog_office_Guadalupe,17497,0.9973,0.27,46.95,21.53,0.0,121.0,1,Office,Hog,6778.0,US/Central,0.9998859879147189
Bear_education_Clint,17497,0.9973,0.27,56.76,9.69,20.67,89.5,0,Education,Bear,3836.6,US/Pacific,1.0
Fox_education_Willis,17497,0.9973,0.27,2435.57,235.05,1597.18,3130.65,0,Education,Fox,24265.1,US/Mountain,0.9999429972068631
Rat_education_Robyn,17496,0.9973,0.27,154.91,59.54,55.94,379.96,0,Education,Rat,9188.1,US/Eastern,0.9996579052397514
Bull_office_Ivette,17496,0.9973,0.27,23.31,6.45,0.0,48.0,396,Office,Bull,3229.1,US/Central,0.9981174054424097
Bull_education_Roland,17497,0.9973,0.27,229.18,64.83,0.0,524.0,311,Education,Bull,20071.7,US/Central,0.9981174054424097
Eagle_office_Henriette,17497,0.9973,0.27,29.58,8.11,0.0,60.0,37,Office,Eagle,2181.5,US/Eastern,0.9998289233576643
Bear_education_Tara,17497,0.9973,0.27,3.4,1.31,0.0,9.15,1,Education,Bear,733.9,US/Pacific,1.0
Bear_education_Austin,17495,0.9972,0.28,21.1,14.68,4.97,65.95,0,Education,Bear,2031.4,US/Pacific,1.0
Robin_lodging_Celia,17495,0.9972,0.28,51.38,18.09,0.39,121.7,0,Lodging/residential,Robin,7721.0,Europe/London,0.9999429093400319
Panther_education_Enriqueta,17495,0.9972,0.28,78.27,48.1,0.0,284.53,3330,Education,Panther,7084.5,US/Eastern,0.999829001367989
Rat_education_Brett,17493,0.9971,0.29,65.29,45.16,0.0,240.6,10,Education,Rat,10126.4,US/Eastern,0.9996579052397514
Peacock_education_Karyn,17492,0.997,0.3,472.23,22.51,380.08,555.4,0,Education,Peacock,12016.4,US/Eastern,0.9993728262728776
Rat_education_Mose,17492,0.997,0.3,82.8,42.69,0.0,218.04,4,Education,Rat,10219.3,US/Eastern,0.9996579052397514
Rat_office_Rosemary,17491,0.997,0.3,16.55,6.49,0.0,42.25,1,Office,Rat,2787.1,US/Eastern,0.9996579052397514
Fox_assembly_Johnnie,17492,0.997,0.3,336.17,98.48,0.0,529.83,35,Entertainment/public assembly,Fox,23668.5,US/Mountain,0.9999429972068631
Rat_assembly_Archie,17492,0.997,0.3,3.07,1.92,0.0,10.84,58,Entertainment/public assembly,Rat,74.4,US/Eastern,0.9996579052397514
Rat_public_Jason,17492,0.997,0.3,25.18,9.98,5.62,75.21,0,Public services,Rat,3021.9,US/Eastern,0.9996579052397514
Rat_public_Grover,17492,0.997,0.3,17.73,3.96,8.61,30.97,0,Public services,Rat,1144.2,US/Eastern,0.9996579052397514
Rat_education_Deanna,17492,0.997,0.3,88.32,26.01,36.01,184.66,0,Education,Rat,6215.2,US/Eastern,0.9996579052397514
Rat_public_Wilma,17491,0.997,0.3,56.65,15.11,22.01,118.29,0,Public services,Rat,1505.0,US/Eastern,0.9996579052397514
Rat_public_Berry,17492,0.997,0.3,97.53,21.69,0.29,148.39,0,Public services,Rat,4083.6,US/Eastern,0.9996579052397514
Rat_public_Isabel,17492,0.997,0.3,53.4,16.11,18.21,106.81,0,Public services,Rat,1540.0,US/Eastern,0.9996579052397514
Rat_public_Yessenia,17492,0.997,0.3,113.69,50.73,22.79,228.84,0,Public services,Rat,2043.9,US/Eastern,0.9996579052397514
Rat_public_Ramon,17491,0.997,0.3,30.56,13.35,0.0,84.68,3,Public services,Rat,2043.9,US/Eastern,0.9996579052397514
Rat_public_Josiah,17492,0.997,0.3,87.95,30.27,39.05,198.74,0,Public services,Rat,4274.2,US/Eastern,0.9996579052397514
Rat_public_Ramona,17492,0.997,0.3,26.87,8.09,0.0,52.43,2,Public services,Rat,1348.9,US/Eastern,0.9996579052397514
Bear_education_Rebecca,17491,0.997,0.3,781.65,85.47,503.79,1060.79,0,Education,Bear,14279.2,US/Pacific,1.0
Fox_office_Carson,17492,0.997,0.3,51.77,15.95,0.0,99.61,1,Office,Fox,6891.5,US/Mountain,0.9999429972068631
Rat_education_Renee,17492,0.997,0.3,34.26,12.26,8.91,72.82,0,Education,Rat,3445.1,US/Eastern,0.9996579052397514
Rat_public_Desiree,17492,0.997,0.3,12.96,3.13,0.0,24.96,12,Public services,Rat,841.9,US/Eastern,0.9996579052397514
Rat_lodging_Christine,17492,0.997,0.3,62.18,25.27,14.59,145.38,0,Lodging/residential,Rat,2906.3,US/Eastern,0.9996579052397514
Rat_education_Dann,17492,0.997,0.3,195.02,51.66,110.04,360.4,0,Education,Rat,16954.8,US/Eastern,0.9996579052397514
Rat_health_Rosaria,17492,0.997,0.3,31.02,14.65,0.0,84.22,2,Healthcare,Rat,1393.5,US/Eastern,0.9996579052397514
Rat_public_Roma,17492,0.997,0.3,53.29,28.93,0.0,139.62,2,Public services,Rat,1994.8,US/Eastern,0.9996579052397514
Rat_education_Lynn,17492,0.997,0.3,106.4,34.73,29.04,259.59,0,Education,Rat,7785.3,US/Eastern,0.9996579052397514
Rat_public_Johnny,17492,0.997,0.3,20.61,4.45,10.05,34.04,0,Public services,Rat,709.4,US/Eastern,0.9996579052397514
Rat_education_Rosalyn,17491,0.997,0.3,71.55,21.46,26.65,160.93,0,Education,Rat,6038.7,US/Eastern,0.9996579052397514
Rat_public_Stella,17492,0.997,0.3,96.51,12.17,61.35,136.46,0,Public services,Rat,3396.7,US/Eastern,0.9996579052397514
Rat_office_Olivia,17492,0.997,0.3,52.82,31.49,14.16,151.27,0,Office,Rat,2564.1,US/Eastern,0.9996579052397514
Rat_assembly_Deandre,17492,0.997,0.3,28.92,11.13,9.73,67.16,0,Entertainment/public assembly,Rat,1106.5,US/Eastern,0.9996579052397514
Rat_education_Zoe,17492,0.997,0.3,93.64,30.45,23.77,207.94,0,Education,Rat,6447.5,US/Eastern,0.9996579052397514
Rat_education_Royal,17492,0.997,0.3,72.93,19.4,35.83,145.38,0,Education,Rat,7218.6,US/Eastern,0.9996579052397514
Rat_public_Lynda,17492,0.997,0.3,11.95,3.65,0.0,25.09,1,Public services,Rat,467.6,US/Eastern,0.9996579052397514
Rat_public_Kelle,17492,0.997,0.3,25.0,17.48,0.0,89.72,159,Public services,Rat,1868.3,US/Eastern,0.9996579052397514
Rat_other_Al,17492,0.997,0.3,52.72,21.13,0.0,139.02,42,Other,Rat,982.7,US/Eastern,0.9996579052397514
Rat_office_Tracy,17492,0.997,0.3,20.59,5.28,0.0,41.2,11,Office,Rat,1275.4,US/Eastern,0.9996579052397514
Rat_education_Salvatore,17492,0.997,0.3,78.4,35.99,8.62,213.09,0,Education,Rat,4551.7,US/Eastern,0.9996579052397514
Rat_education_Morton,17492,0.997,0.3,150.53,59.62,1.18,365.72,0,Education,Rat,14409.3,US/Eastern,0.9996579052397514
Fox_public_Martin,17492,0.997,0.3,184.1,22.89,85.51,242.76,0,Public services,Fox,32129.3,US/Mountain,0.9999429972068631
Bull_lodging_Elena,17489,0.9969,0.31,6.32,1.91,0.0,14.0,302,Lodging/residential,Bull,1043.0,US/Central,0.9981174054424097
Lamb_education_Chet,17490,0.9969,0.31,2.18,2.51,0.0,12.6,1100,Education,Lamb,1078.0,Europe/London,0.9998857142857143
Rat_assembly_Kimberley,17489,0.9969,0.31,66.06,18.35,19.78,132.62,0,Entertainment/public assembly,Rat,1912.3,US/Eastern,0.9996579052397514
Rat_assembly_Cristina,17490,0.9969,0.31,51.06,34.43,0.0,190.7,7,Entertainment/public assembly,Rat,1176.2,US/Eastern,0.9996579052397514
Rat_religion_Kathy,17489,0.9969,0.31,5.15,2.28,0.0,15.72,5,Religious worship,Rat,929.0,US/Eastern,0.9996579052397514
Fox_education_Eldon,17490,0.9969,0.31,195.48,13.82,132.87,235.82,0,Education,Fox,4613.7,US/Mountain,0.9999429972068631
Bear_lodging_Dannie,17490,0.9969,0.31,8.64,3.66,2.5,23.15,0,Lodging/residential,Bear,2137.9,US/Pacific,1.0
Rat_other_Hazel,17489,0.9969,0.31,374.05,29.27,308.46,487.63,0,Other,Rat,3195.9,US/Eastern,0.9996579052397514
Bull_office_Chantel,17487,0.9968,0.32,142.29,40.42,0.0,292.0,433,Office,Bull,9654.9,US/Central,0.9981174054424097
Fox_education_Miguelina,17488,0.9968,0.32,93.71,41.28,0.0,240.18,5,Education,Fox,7831.7,US/Mountain,0.9999429972068631
Robin_office_Addie,17487,0.9968,0.32,20.6,6.34,0.13,46.3,0,Office,Robin,1495.0,Europe/London,0.9999429093400319
Hog_services_Joe,17487,0.9968,0.32,28.07,14.03,0.0,83.12,15,Services,Hog,3904.5,US/Central,0.9998859879147189
Hog_parking_Cliff,17488,0.9968,0.32,102.75,23.83,45.52,201.62,0,Parking,Hog,9320.8,US/Central,0.9998859879147189
Rat_assembly_Adolfo,17488,0.9968,0.32,34.88,16.48,4.04,101.02,0,Entertainment/public assembly,Rat,1482.7,US/Eastern,0.9996579052397514
Hog_education_Hallie,17486,0.9967,0.33,65.46,6.76,49.36,89.16,0,Education,Hog,2996.7,US/Central,0.9998859879147189
Fox_education_Tonya,17486,0.9967,0.33,170.01,17.78,99.97,236.03,0,Education,Fox,8444.9,US/Mountain,0.9999429972068631
Rat_public_Margart,17485,0.9966,0.34,42.53,21.04,2.88,106.56,0,Public services,Rat,2043.9,US/Eastern,0.9996579052397514
Rat_public_Sue,17484,0.9966,0.34,29.08,11.57,0.59,74.97,0,Public services,Rat,1765.2,US/Eastern,0.9996579052397514
Hog_education_Leandro,17485,0.9966,0.34,474.71,80.12,183.03,761.09,0,Education,Hog,19241.6,US/Central,0.9998859879147189
Bull_education_Joseph,17485,0.9966,0.34,118.19,37.69,0.0,242.8,323,Education,Bull,15519.9,US/Central,0.9981174054424097
Fox_assembly_Renna,17485,0.9966,0.34,376.54,29.7,262.77,479.88,0,Entertainment/public assembly,Fox,16671.4,US/Mountain,0.9999429972068631
Eagle_office_Efrain,17485,0.9966,0.34,47.87,16.63,0.0,104.09,137,Office,Eagle,3995.5,US/Eastern,0.9998289233576643
Lamb_education_Princess,17485,0.9966,0.34,6.46,8.99,0.0,40.3,74,Education,Lamb,1769.0,Europe/London,0.9998857142857143
Bull_lodging_Anibal,17484,0.9966,0.34,21.53,9.97,0.0,61.0,1858,Lodging/residential,Bull,4160.6,US/Central,0.9981174054424097
Panther_retail_Lester,17483,0.9965,0.35,5.12,4.5,0.0,20.62,1922,Retail,Panther,840.3,US/Eastern,0.999829001367989
Bull_education_Lydia,17482,0.9965,0.35,99.41,31.94,0.0,205.0,810,Education,Bull,11712.9,US/Central,0.9981174054424097
Hog_office_Sarah,17480,0.9964,0.36,452.73,32.35,364.68,570.87,0,Office,Hog,14150.2,US/Central,0.9998859879147189
Hog_lodging_Hal,17481,0.9964,0.36,147.18,55.63,33.4,326.88,0,Lodging/residential,Hog,14241.9,US/Central,0.9998859879147189
Bear_assembly_Jose,17481,0.9964,0.36,256.95,71.93,126.0,504.0,0,Entertainment/public assembly,Bear,3361.2,US/Pacific,1.0
Rat_education_Irma,17481,0.9964,0.36,74.38,27.2,0.0,194.68,1,Education,Rat,6763.3,US/Eastern,0.9996579052397514
Eagle_public_Henry,17480,0.9964,0.36,29.31,18.64,0.0,113.0,100,Public services,Eagle,1251.3,US/Eastern,0.9998289233576643
Rat_assembly_Trent,17481,0.9964,0.36,22.53,8.28,0.0,56.27,4,Entertainment/public assembly,Rat,329.3,US/Eastern,0.9996579052397514
Bear_education_Alvaro,17481,0.9964,0.36,419.54,61.72,219.98,600.6,0,Education,Bear,10181.1,US/Pacific,1.0
Bear_education_Thuy,17479,0.9963,0.37,230.93,82.76,116.37,457.57,0,Education,Bear,25122.2,US/Pacific,1.0
Fox_education_Virgil,17479,0.9963,0.37,89.73,9.63,55.47,120.69,0,Education,Fox,6123.0,US/Mountain,0.9999429972068631
Panther_lodging_Else,17477,0.9962,0.38,35.37,21.67,0.0,107.78,3377,Lodging/residential,Panther,3459.8,US/Eastern,0.999829001367989
Hog_office_Elsy,17478,0.9962,0.38,27.1,7.21,10.16,55.26,0,Office,Hog,3698.2,US/Central,0.9998859879147189
Bull_office_Mai,17477,0.9962,0.38,3.17,3.67,0.0,15.0,8459,Office,Bull,792.0,US/Central,0.9981174054424097
Hog_public_Crystal,17475,0.9961,0.39,298.98,119.01,78.08,625.22,0,Public services,Hog,27388.9,US/Central,0.9998859879147189
Bear_education_Augusta,17476,0.9961,0.39,115.38,58.42,51.31,254.75,0,Education,Bear,14017.9,US/Pacific,1.0
Rat_education_Terese,17475,0.9961,0.39,116.13,36.4,42.46,266.91,0,Education,Rat,16722.5,US/Eastern,0.9996579052397514
Fox_education_Charles,17475,0.9961,0.39,15.72,6.74,0.0,42.63,5,Education,Fox,909.3,US/Mountain,0.9999429972068631
Fox_office_Demetrius,17476,0.9961,0.39,121.89,45.64,0.0,316.16,15,Office,Fox,14463.3,US/Mountain,0.9999429972068631
Hog_health_Hisako,17474,0.996,0.4,206.45,27.88,122.39,292.76,0,Healthcare,Hog,11295.6,US/Central,0.9998859879147189
Fox_lodging_Frances,17474,0.996,0.4,99.33,14.75,33.95,162.03,0,Lodging/residential,Fox,10340.5,US/Mountain,0.9999429972068631
Bull_lodging_Terence,17472,0.9959,0.41,23.47,8.89,0.0,52.0,1448,Lodging/residential,Bull,3780.9,US/Central,0.9981174054424097
Fox_education_Kendrick,17470,0.9958,0.42,12.31,6.97,0.0,40.98,3,Education,Fox,1052.5,US/Mountain,0.9999429972068631
Peacock_lodging_James,17471,0.9958,0.42,60.25,13.53,29.12,107.8,0,Lodging/residential,Peacock,7702.7,US/Eastern,0.9993728262728776
Rat_public_Roberta,17468,0.9957,0.43,14.89,4.53,5.42,30.18,0,Public services,Rat,1010.1,US/Eastern,0.9996579052397514
Rat_public_Tamra,17468,0.9957,0.43,21.0,4.65,11.84,34.57,0,Public services,Rat,872.5,US/Eastern,0.9996579052397514
Rat_education_Esther,17468,0.9957,0.43,94.72,30.9,0.0,222.94,1,Education,Rat,6466.0,US/Eastern,0.9996579052397514
Rat_public_Tommy,17468,0.9957,0.43,16.8,4.04,0.0,33.56,1,Public services,Rat,857.1,US/Eastern,0.9996579052397514
Rat_education_Colin,17468,0.9957,0.43,54.64,28.43,3.12,162.54,0,Education,Rat,7748.1,US/Eastern,0.9996579052397514
Rat_office_Kasey,17468,0.9957,0.43,86.41,41.41,31.16,232.21,0,Office,Rat,3195.9,US/Eastern,0.9996579052397514
Rat_education_Alfonso,17468,0.9957,0.43,334.0,148.29,0.0,838.9,3,Education,Rat,7900.4,US/Eastern,0.9996579052397514
Rat_education_Fernando,17468,0.9957,0.43,62.39,27.35,0.0,165.55,1,Education,Rat,5472.7,US/Eastern,0.9996579052397514
Rat_public_Hortencia,17468,0.9957,0.43,59.36,21.71,13.58,121.41,0,Public services,Rat,13378.0,US/Eastern,0.9996579052397514
Rat_public_Nancy,17468,0.9957,0.43,18.91,4.67,0.0,34.08,8,Public services,Rat,829.2,US/Eastern,0.9996579052397514
Rat_education_Willie,17468,0.9957,0.43,238.91,128.69,66.74,624.2,0,Education,Rat,9680.5,US/Eastern,0.9996579052397514
Rat_assembly_Teddy,17468,0.9957,0.43,85.34,21.71,27.8,164.54,0,Entertainment/public assembly,Rat,2074.9,US/Eastern,0.9996579052397514
Rat_education_Jacob,17468,0.9957,0.43,55.64,13.49,22.28,99.53,0,Education,Rat,5310.8,US/Eastern,0.9996579052397514
Rat_public_Nelson,17468,0.9957,0.43,44.53,12.65,14.51,91.71,0,Public services,Rat,1486.4,US/Eastern,0.9996579052397514
Rat_assembly_Suzanne,17468,0.9957,0.43,3.11,1.66,0.0,10.28,54,Entertainment/public assembly,Rat,182.3,US/Eastern,0.9996579052397514
Rat_education_Shellie,17468,0.9957,0.43,74.71,30.46,3.91,174.38,0,Education,Rat,5778.6,US/Eastern,0.9996579052397514
Rat_office_Randy,17468,0.9957,0.43,102.91,39.76,46.46,209.36,0,Office,Rat,5779.0,US/Eastern,0.9996579052397514
Rat_public_Angelina,17468,0.9957,0.43,32.57,11.47,14.04,71.84,0,Public services,Rat,1794.4,US/Eastern,0.9996579052397514
Rat_public_Dalia,17468,0.9957,0.43,186.09,47.37,0.0,341.05,7,Public services,Rat,8420.3,US/Eastern,0.9996579052397514
Rat_assembly_Frieda,17468,0.9957,0.43,123.99,45.82,30.98,288.36,0,Entertainment/public assembly,Rat,3413.6,US/Eastern,0.9996579052397514
Rat_public_Clyde,17468,0.9957,0.43,34.14,9.11,13.8,72.9,0,Public services,Rat,1478.4,US/Eastern,0.9996579052397514
Rat_assembly_Kaitlyn,17468,0.9957,0.43,98.93,31.82,0.74,223.97,0,Entertainment/public assembly,Rat,2432.9,US/Eastern,0.9996579052397514
Bull_education_Lyn,17467,0.9956,0.44,25.02,7.28,0.0,50.0,283,Education,Bull,2418.5,US/Central,0.9981174054424097
Rat_education_Carmela,17466,0.9956,0.44,86.23,39.78,0.0,223.75,1,Education,Rat,4457.9,US/Eastern,0.9996579052397514
Rat_assembly_Damaris,17467,0.9956,0.44,4.9,1.63,0.0,12.12,1,Entertainment/public assembly,Rat,1495.6,US/Eastern,0.9996579052397514
Rat_lodging_Ted,17467,0.9956,0.44,2.48,1.88,0.0,9.4,364,Lodging/residential,Rat,185.8,US/Eastern,0.9996579052397514
Rat_education_Lincoln,17466,0.9956,0.44,161.08,75.39,0.0,424.01,8,Education,Rat,10857.8,US/Eastern,0.9996579052397514
Robin_office_Serena,17467,0.9956,0.44,51.68,22.16,0.16,142.7,0,Office,Robin,2833.1,Europe/London,0.9999429093400319
Rat_education_Tim,17466,0.9956,0.44,61.93,24.3,0.0,153.85,10,Education,Rat,4412.9,US/Eastern,0.9996579052397514
Panther_education_Cleopatra,17465,0.9955,0.45,21.66,16.33,0.0,85.3,3199,Education,Panther,2012.0,US/Eastern,0.999829001367989
Rat_public_Allyson,17465,0.9955,0.45,54.52,15.9,0.0,124.59,4,Public services,Rat,1672.3,US/Eastern,0.9996579052397514
Lamb_office_Kent,17465,0.9955,0.45,0.29,0.31,0.0,1.6,5305,Office,Lamb,1200.0,Europe/London,0.9998857142857143
Hog_office_Roger,17463,0.9954,0.46,260.63,51.9,100.92,447.97,0,Office,Hog,9124.2,US/Central,0.9998859879147189
Fox_assembly_Terrell,17463,0.9954,0.46,48.37,21.89,0.0,121.88,127,Entertainment/public assembly,Fox,4830.9,US/Mountain,0.9999429972068631
Rat_public_Becky,17464,0.9954,0.46,21.03,6.99,0.0,46.8,1,Public services,Rat,911.9,US/Eastern,0.9996579052397514
Rat_education_Guillermo,17464,0.9954,0.46,108.84,24.1,0.0,219.8,1,Education,Rat,7404.4,US/Eastern,0.9996579052397514
Eagle_education_Will,17461,0.9953,0.47,112.6,11.48,82.75,162.12,0,Education,Eagle,5782.5,US/Eastern,0.9998289233576643
Rat_public_Sean,17462,0.9953,0.47,21.97,12.07,5.07,57.58,0,Public services,Rat,7297.5,US/Eastern,0.9996579052397514
Bull_lodging_Dave,17462,0.9953,0.47,322.63,73.76,0.0,645.0,254,Lodging/residential,Bull,21733.4,US/Central,0.9981174054424097
Fox_education_Wendell,17461,0.9953,0.47,532.9,35.2,396.37,640.86,0,Education,Fox,20402.2,US/Mountain,0.9999429972068631
Rat_public_Lloyd,17462,0.9953,0.47,71.72,24.47,32.89,155.29,0,Public services,Rat,5022.4,US/Eastern,0.9996579052397514
Rat_education_Everett,17459,0.9952,0.48,177.73,57.7,0.0,406.83,2,Education,Rat,8024.5,US/Eastern,0.9996579052397514
Robin_education_Margarito,17459,0.9952,0.48,527.28,70.28,342.4,810.56,0,Education,Robin,8468.0,Europe/London,0.9999429093400319
Bear_education_Wilton,17460,0.9952,0.48,1563.72,164.41,929.37,2185.43,0,Education,Bear,28273.4,US/Pacific,1.0
Robin_education_Audrea,17459,0.9952,0.48,287.79,48.84,118.94,448.38,0,Education,Robin,2584.0,Europe/London,0.9999429093400319
Rat_assembly_Aubrey,17458,0.9951,0.49,16.86,13.13,0.0,87.31,9,Entertainment/public assembly,Rat,570.3,US/Eastern,0.9996579052397514
Wolf_education_Clarissa,17458,0.9951,0.49,52.8,13.68,10.06,102.22,0,Education,Wolf,6778.0,Europe/Dublin,1.0
